price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
"₦ 10,500,000",Petrol,Automatic,Toyota,Highlander,2008,Gray,Local Used,94636,3500,Registered,Imported,Toyota Highlander 2008 Gray,,,,,,
"₦ 3,675,000",Petrol,Automatic,Toyota,Camry,2004,Black,Local Used,152314,2400,Registered,Registered,Toyota Camry 2004 Black,,,,,,
"₦ 23,100,000",Petrol,Automatic,Ford,Mustang,2010,Gray,Local Used,147328,4000,Registered,Registered,Ford Mustang 2010 Gray,,,,,,ABUJA
"₦ 5,200,000",Petrol,Automatic,Toyota,Corolla,2005,Black,Local Used,204400,1800,Registered,Imported,Toyota Corolla 2005 Black,,,,,,LAGOS
"₦ 3,276,000",Petrol,Automatic,Nissan,Pathfinder,2003,Gray,Local Used,124862,3508,Registered,Imported,Nissan Pathfinder 2003 Gray,,,,,,LAGOS
"₦ 6,195,000",,,,,,,,,,,,Toyota Corolla 2010 Black,,,,,,
"₦ 54,080,000",Petrol,Automatic,Lexus,RX 350,2017,Black,Foreign Used,186415,3500,Imported,Imported,Lexus RX 350 2017 Black,,,,,,
"₦ 46,620,000",Petrol,Automatic,Lexus,RX,2020,Gray,Foreign Used,55237,3500,Imported,Imported,Lexus RX 2020 Gray,,,,,,
"₦ 40,950,000",Petrol,Automatic,Mercedes-Benz,GLS-Class,2017,White,Local Used,70250,4700,Registered,Imported,Mercedes-Benz GLS-Class 2017 White,,,,,,Lagos
"₦ 7,540,000",Petrol,Automatic,Toyota,Sienna,2008,Gray,Local Used,115279,2800,Registered,Registered,Toyota Sienna LE 2008 Gray,LE,Front Wheel,8,6,270,LAGOS
"₦ 11,550,000",Petrol,Automatic,Toyota,Camry,2012,Black,Foreign Used,221203,2500,Imported,Imported,Toyota Camry 2012 Black,,,,,,
"₦ 24,960,000",Petrol,Automatic,Toyota,Venza,2015,White,Local Used,103481,2700,Registered,Imported,Toyota Venza 2015 White,,,,,,LAGOS
"₦ 3,990,000",Petrol,Automatic,Mercedes-Benz,C280,2006,Silver,Local Used,214481,3500,Registered,Registered,Mercedes-Benz C280 2006 Silver,,,,,,Abuja
"₦ 3,150,000",Petrol,Automatic,Ford,Escape,2005,Black,Local Used,223669,3000,Registered,Imported,Ford Escape 2005 Black,,,,,,LAGOS
"₦ 8,478,750",Petrol,Automatic,Lexus,RX 350,2009,White,Local Used,178266,3500,Registered,Imported,Lexus RX 350 2009 White,,,,,,LAGOS
"₦ 36,400,000",Petrol,Automatic,Lexus,GX,2012,Gold,Local Used,108980,4600,Registered,Imported,Lexus GX 2012 Gold,,,,,,LAGOS
"₦ 4,620,000",Petrol,Automatic,Ford,Edge,2007,Gold,Local Used,191625,3500,Registered,Registered,Ford Edge 2007 Gold,,,,,,LAGOS
"₦ 29,400,000",Petrol,Automatic,BMW,X5,2014,Black,Local Used,38611,3000,Registered,Brand new,BMW X5 2014 Black,,,,,,Abuja
"₦ 3,675,000",Petrol,Automatic,Acura,MDX,2006,Silver,Local Used,195707,3500,Registered,Imported,Acura MDX 2006 Silver,,,,,,
"₦ 29,120,000",Petrol,Automatic,Toyota,Land Cruiser Prado,2010,Black,Local Used,181484,2700,Registered,Imported,Toyota Land Cruiser Prado 2010 Black,,,,,,LAGOS
"₦ 5,200,000",Petrol,Automatic,Pontiac,Vibe,2003,Red,Local Used,299999,1800,Registered,Registered,Pontiac Vibe 2003 Red,,,,,,
"₦ 19,032,000",Petrol,Automatic,Mercedes-Benz,E350,2015,Black,Local Used,81276,3500,Registered,Registered,Mercedes-Benz E350 2015 Black,,,,,,
"₦ 36,400,000",Petrol,Automatic,Lexus,GX,2012,Gold,Local Used,108980,4600,Registered,Imported,Lexus GX 2012 Gold,,,,,,LAGOS
"₦ 7,140,000",Petrol,Automatic,Mercedes-Benz,M Class,2008,Blue,Local Used,88555,3000,Registered,Imported,Mercedes-Benz M Class 2008 Blue,,,,,,
"₦ 8,320,000",Petrol,Automatic,Hyundai,Santa Fe,2010,Gray,Local Used,188668,2400,Registered,Registered,Hyundai Santa Fe 2010 Gray,,,,,,
"₦ 5,720,000",Petrol,Automatic,Toyota,Corolla,2007,Gray,Local Used,230010,1800,Registered,Registered,Toyota Corolla 2007 Gray,,,,,,
"₦ 9,880,000",Petrol,Automatic,Toyota,Corolla,2012,Blue,Local Used,110374,2400,Registered,Imported,Toyota Corolla 2012 Blue,,,,,,Lagos
"₦ 5,408,000",Petrol,Automatic,Toyota,Corolla,2004,Silver,Local Used,459258,1800,Registered,Registered,Toyota Corolla 2004 Silver,,,,,,Lagos
"₦ 20,800,000",Petrol,Automatic,Mercedes-Benz,C300,2015,Black,Local Used,533447,2000,Registered,Imported,Mercedes-Benz C300 2015 Black,Base C300 AWD 4MATIC Sedan,All Wheel,5,4,241,
"₦ 8,400,000",Petrol,Automatic,Lexus,GX,2006,Black,Local Used,188160,4700,Registered,Registered,Lexus GX 2006 Black,,,,,,
"₦ 7,860,000",Petrol,Automatic,Toyota,Sienna,2005,Green,Local Used,370650,3300,Registered,Imported,Toyota Sienna 2005 Green,,,,,,
"₦ 16,149,000",Petrol,Automatic,Lexus,RX 350,2011,Red,Local Used,171126,3500,Registered,Registered,Lexus RX 350 2011 Red,,,,,,ENUGU
"₦ 36,500,000",Petrol,Automatic,Mercedes-Benz,E300,2018,Blue,Local Used,16915,2000,Registered,Imported,Mercedes-Benz E300 2018 Blue,,,,,,
"₦ 20,800,000",Petrol,Automatic,Mercedes-Benz,C300,2015,Silver,Local Used,37119,2000,Registered,Imported,Mercedes-Benz C300 2015 Silver,,,,,,
"₦ 12,480,000",Petrol,Automatic,Honda,Accord,2014,Off white,Local Used,288009,3500,Registered,Registered,Honda Accord 2014 Off white,,,,,,
"₦ 5,200,000",Petrol,Automatic,Honda,Pilot,2006,Gray,Local Used,215234,3500,Registered,Registered,Honda Pilot 2006 Gray,,,,,,
"₦ 6,240,000",Petrol,Automatic,Toyota,Corolla,2004,Gold,Local Used,482800,2400,Registered,Imported,Toyota Corolla 2004 Gold,,,,,,
"₦ 8,925,000",Petrol,Automatic,Honda,Pilot,2008,Blue,Foreign Used,125314,3500,Imported,Imported,Honda Pilot 2008 Blue,,,,,,
"₦ 7,350,000",Petrol,Automatic,Kia,Borrego,2009,Red,Local Used,173449,3800,Registered,Registered,Kia Borrego 2009 Red,,,,,,ABUJA
"₦ 28,080,000",Petrol,Automatic,Honda,Accord,2018,Black,Local Used,78054,,Registered,Brand new,Honda Accord 2018 Black,,,,,,ABUJA
"₦ 8,320,000",Petrol,Automatic,Toyota,Corolla,2008,Silver,Local Used,144292,1800,Registered,Imported,Toyota Corolla 2008 Silver,,,,,,Abuja
"₦ 7,350,000",Petrol,Automatic,Toyota,Corolla,2004,Black,Foreign Used,174972,1800,Imported,Imported,Toyota Corolla 2004 Black,,,,,,
"₦ 9,450,000",Petrol,Automatic,Kia,Forte,2015,Gray,Foreign Used,315285,1800,Imported,Imported,Kia Forte 2015 Gray,,,,,,
"₦ 7,560,000",Petrol,Automatic,Lexus,ES,2007,Black,Local Used,317202,3500,Registered,Registered,Lexus ES 350 2007 Black,350,Front Wheel,5,6,272,Lagos
"₦ 6,240,000",Petrol,Automatic,Honda,Accord,2010,Gray,Local Used,241274,2400,Registered,Imported,Honda Accord 2010 Gray,,,,,,
"₦ 4,368,000",Petrol,Automatic,Toyota,Corolla,2005,Gray,Local Used,275315,1800,Registered,Registered,Toyota Corolla 2005 Gray,,,,,,
"₦ 5,200,000",Petrol,Automatic,Toyota,Corolla,2004,Beige,Local Used,262360,1800,Registered,Imported,Toyota Corolla 2004 Beige,,,,,,LAGOS
"₦ 9,450,000",Petrol,Automatic,Honda,CR-V,2007,Blue,Foreign Used,212452,2800,Imported,Imported,Honda CR-V 2007 Blue,,,,,,
"₦ 6,300,000",Petrol,Automatic,Honda,Pilot,2009,Gray,Local Used,269880,3500,Registered,Registered,Honda Pilot 2009 Gray,,,,,,LAGOS
"₦ 4,725,000",Petrol,Automatic,Toyota,Highlander,2003,Gold,Local Used,224265,3000,Registered,Registered,Toyota Highlander 2003 Gold,,,,,,ENUGU
"₦ 4,200,000",Petrol,Automatic,Toyota,Corolla,2005,Gold,Local Used,261183,1800,Registered,Registered,Toyota Corolla 2005 Gold,,,,,,
"₦ 5,250,000",Petrol,Automatic,Toyota,Corolla,2007,Gold,Local Used,284479,1800,Registered,Registered,Toyota Corolla 2007 Gold,,,,,,LAGOS
"₦ 13,520,000",Petrol,Automatic,Toyota,Highlander,2007,Silver,Local Used,361047,3300,Registered,Imported,Toyota Highlander 2007 Silver,,,,,,ABUJA
"₦ 4,992,000",Petrol,Automatic,Toyota,Camry,2004,Gold,Local Used,89536,2400,Registered,Registered,Toyota Camry 2004 Gold,,,,,,
"₦ 13,440,000",Petrol,Automatic,Mercedes-Benz,CLA-Class,2015,White,Local Used,58082,2000,Registered,Imported,Mercedes-Benz CLA-Class 2015 White,,,,,,
"₦ 6,032,000",Petrol,Automatic,Toyota,4-Runner,2000,Black,Local Used,178683,3500,Registered,Registered,Toyota 4-Runner 2000 Black,,,,,,
"₦ 5,250,000",Petrol,Automatic,Toyota,Corolla,2006,Silver,Local Used,299999,1800,Registered,Imported,Toyota Corolla 2006 Silver,,,,,,Abuja
"₦ 8,295,000",Petrol,Automatic,Mercedes-Benz,S-Class,2007,Black,Local Used,85946,5500,Registered,Brand new,Mercedes-Benz S-Class 2007 Black,,,,,,ABUJA
"₦ 10,500,000",Petrol,Automatic,Toyota,Sienna,2005,Silver,Foreign Used,128875,,Imported,Imported,Toyota Sienna 2005 Silver,,,,,,
"₦ 34,650,000",Petrol,Automatic,Hyundai,Sonata,2020,Silver,Local Used,34326,2000,Registered,Brand new,Hyundai Sonata 2020 Silver,,,,,,
"₦ 8,112,000",Petrol,Automatic,Ford,Edge,2013,Brown,Local Used,107072,3500,Registered,Registered,Ford Edge 2013 Brown,,,,,,LAGOS
"₦ 9,492,000",Petrol,Automatic,Honda,Accord,2014,Silver,Local Used,183628,2400,Registered,Imported,Honda Accord 2014 Silver,,,,,,ABUJA
"₦ 8,840,000",Petrol,Automatic,Toyota,Sequoia,2004,White,Local Used,128874,,Registered,Registered,Toyota Sequoia 2004 White,,,,,,ENUGU
"₦ 19,950,000",Petrol,Automatic,Lexus,RX 350,2013,White,Local Used,92526,3500,Registered,Registered,Lexus RX 350 2013 White,,,,,,ABUJA
"₦ 11,340,000",Petrol,Manual,Mercedes-Benz,SC-Class,1974,Blue,Local Used,83721,3500,Registered,Imported,Mercedes-Benz SC-Class 1974 Blue,,,,,,
"₦ 15,750,000",Petrol,Automatic,Honda,Odyssey,2012,Gray,Foreign Used,,3500,Imported,Imported,Honda Odyssey 2012 Gray,,,,,,
"₦ 12,600,000",Petrol,Automatic,Toyota,Venza,2011,Silver,Local Used,189924,3500,Registered,Imported,Toyota Venza 2011 Silver,,,,,,
"₦ 5,670,000",Petrol,Automatic,Toyota,Camry,2007,Black,Local Used,101711,3500,Registered,Registered,Toyota Camry 2007 Black,,,,,,LAGOS
"₦ 9,135,000",Petrol,Automatic,Mazda,CX-9,2009,Black,Foreign Used,182188,3700,Imported,Imported,Mazda CX-9 2009 Black,,,,,,
"₦ 6,300,000",Petrol,Automatic,Nissan,Titan,2007,Black,Local Used,231212,5600,Registered,Registered,Nissan Titan 2007 Black,,,,,,LAGOS
"₦ 6,048,000",Petrol,Automatic,Toyota,Corolla,2008,Black,Local Used,298197,1800,Registered,Registered,Toyota Corolla 2008 Black,,,,,,
"₦ 10,248,000",Petrol,Automatic,Toyota,Corolla,2014,Black,Local Used,204521,1800,Registered,Registered,Toyota Corolla 2014 Black,,,,,,
"₦ 10,107,562",Petrol,Automatic,Mercedes-Benz,GL-Class,2011,Silver,Local Used,198850,4600,Registered,Imported,Mercedes-Benz GL-Class 2011 Silver,,,,,,LAGOS
"₦ 4,200,000",Petrol,Automatic,Toyota,Corolla,2003,Black,Local Used,321753,1800,Registered,Registered,Toyota Corolla 2003 Black,,,,,,LAGOS
"₦ 4,200,000",Petrol,Automatic,Lexus,GS,2002,Silver,Local Used,157914,3000,Registered,Imported,Lexus GS 2002 Silver,,,,,,
"₦ 3,120,000",Petrol,Automatic,Honda,Accord,2003,Silver,Local Used,288468,2400,Registered,Imported,Honda Accord 2003 Silver,,,,,,
"₦ 3,640,000",Petrol,Automatic,Honda,Accord,2004,Silver,Local Used,251236,2400,Registered,Registered,Honda Accord 2004 Silver,,,,,,Abuja
"₦ 12,600,000",Petrol,Automatic,Mitsubishi,Pajero,2009,Black,Local Used,171401,3000,Registered,Registered,Mitsubishi Pajero 2009 Black,,,,,,
"₦ 4,680,000",Petrol,Automatic,Lexus,RX 300,2002,Black,Local Used,63667,3000,Registered,Registered,Lexus RX 300 2002 Black,,,,,,
"₦ 6,300,000",Petrol,Automatic,Mercedes-Benz,G-Class,2007,White,Local Used,177446,4700,Registered,Imported,Mercedes-Benz G-Class Base G 500 AWD 2007 White,Base G 500 AWD,All Wheel,5,8,292,KADUNA
"₦ 3,675,000",Petrol,Automatic,Ford,Focus,2010,Silver,Local Used,183563,1600,Registered,Registered,Ford Focus 2010 Silver,,,,,,
"₦ 3,675,000",Petrol,Automatic,Ford,Focus,2010,Silver,Local Used,183563,1600,Registered,Registered,Ford Focus 2010 Silver,,,,,,
"₦ 22,890,000",Petrol,Automatic,Mercedes-Benz,M Class,2014,White,Foreign Used,178355,3500,Imported,Imported,Mercedes-Benz M Class 2014 White,,,,,,
"₦ 11,440,000",Petrol,Automatic,Toyota,Highlander,2008,Gold,Local Used,152341,3500,Registered,Registered,Toyota Highlander 2008 Gold,,,,,,
"₦ 27,040,000",Petrol,Automatic,Toyota,Highlander,2015,Blue,Local Used,124704,3500,Registered,Imported,Toyota Highlander 2015 Blue,,,,,,Lagos
"₦ 25,200,000",Petrol,Automatic,Toyota,RAV4,2018,Black,Foreign Used,137358,2500,Imported,Imported,Toyota RAV4 2018 Black,,,,,,
"₦ 21,000,000",Petrol,Automatic,Hyundai,Santa Fe,2017,Blue,Foreign Used,176502,2400,Imported,Imported,Hyundai Santa Fe 2017 Blue,,,,,,
"₦ 66,150,000",Petrol,Automatic,Mercedes-Benz,G-Class,2013,Black,Local Used,76940,5500,Registered,Imported,Mercedes-Benz G-Class Base G 63 AMG AWD 2013 Black,Base G 63 AMG AWD,All Wheel,5,8,544,
"₦ 27,300,000",Petrol,Automatic,Ford,Edge,2019,Black,Foreign Used,180666,2000,Imported,Imported,Ford Edge 2019 Black,,,,,,
"₦ 28,080,000",Petrol,Automatic,Hyundai,Santa Fe,2017,Silver,Foreign Used,195513,3000,Imported,Imported,Hyundai Santa Fe 2017 Silver,,,,,,
"₦ 10,400,000",Petrol,Automatic,Mercedes-Benz,C300,2008,Gray,Local Used,222597,3000,Registered,Registered,Mercedes-Benz C300 2008 Gray,,,,,,Abuja
"₦ 9,360,000",Petrol,Automatic,Mercedes-Benz,C300,2010,Black,Local Used,288391,3000,Registered,Registered,Mercedes-Benz C300 2010 Black,,,,,,
"₦ 8,840,000",Petrol,Automatic,Honda,Pilot,2011,Gray,Local Used,100013,3500,Registered,Imported,Honda Pilot 2011 Gray,,,,,,Lagos
"₦ 17,850,000",Petrol,Automatic,Toyota,Tacoma,2010,Gray,Foreign Used,165273,4000,Imported,Imported,Toyota Tacoma 2010 Gray,,,,,,
"₦ 12,600,000",Petrol,Automatic,Land Rover,Range Rover Sport,2006,Gray,Local Used,73600,4400,Registered,Imported,Land Rover Range Rover Sport 2006 Gray,,,,,,Lagos
"₦ 5,460,000",Petrol,Automatic,Lexus,ES,2004,Gray,Local Used,526141,3300,Registered,Registered,Lexus ES 2004 Gray,,,,,,LAGOS
"₦ 4,725,000",Petrol,Automatic,Toyota,Corolla,2005,Silver,Local Used,122460,1800,Registered,Registered,Toyota Corolla 2005 Silver,,,,,,LAGOS
"₦ 8,840,000",Petrol,Automatic,Lexus,RX 330,2004,Silver,Local Used,335330,3300,Registered,Registered,Lexus RX 330 2004 Silver,,,,,,LAGOS
"₦ 3,952,000",Petrol,Automatic,Toyota,Sienna,2002,White,Local Used,251396,3000,Registered,Registered,Toyota Sienna 2002 White,,,,,,LAGOS
"₦ 9,360,000",Petrol,Automatic,Toyota,Avalon,2008,Blue,Local Used,327125,3500,Registered,Imported,Toyota Avalon 2008 Blue,,,,,,Lagos
"₦ 11,550,000",Petrol,Automatic,Hyundai,Sonata,2015,Blue,Local Used,264664,2400,Registered,Imported,Hyundai Sonata 2015 Blue,,,,,,Lagos
"₦ 4,472,000",Petrol,Automatic,Toyota,Camry,2004,Gray,Local Used,428483,2000,Registered,Registered,Toyota Camry 2004 Gray,,,,,,LAGOS
"₦ 5,880,000",Petrol,Automatic,Toyota,Camry,2009,Black,Local Used,175302,2400,Registered,Imported,Toyota Camry 2009 Black,,,,,,Lagos
"₦ 63,000,000",Petrol,Automatic,Mitsubishi,Pajero,2020,Gray,Local Used,62492,3000,Registered,Brand new,Mitsubishi Pajero 2020 Gray,,,,,,
"₦ 5,691,000",Petrol,Automatic,Toyota,Camry,2007,Red,Local Used,,2400,Registered,Imported,Toyota Camry 2007 Red,LE 4dr Sedan (2.4L 4cyl 5A),Front,5,4,158,
"₦ 5,200,000",Petrol,Automatic,Lexus,RX 300,2000,Silver,Local Used,341344,3300,Registered,Registered,Lexus RX 300 2000 Silver,,,,,,Lagos
"₦ 6,069,000",Hybrid,Automatic,Toyota,Camry,2007,White,Local Used,594272,,Registered,Registered,Toyota Camry 2.3 Hybrid 2007 White,2.3 Hybrid,Front,5,,158,
"₦ 5,250,000",Petrol,Automatic,Toyota,Highlander,2003,Silver,Local Used,212613,3000,Registered,Imported,Toyota Highlander 2003 Silver,,,,,,ABUJA
"₦ 3,675,000",Petrol,Automatic,Nissan,Altima,2006,Green,Local Used,264305,2500,Registered,Imported,Nissan Altima 2006 Green,,,,,,Lagos
"₦ 3,640,000",Petrol,Automatic,Toyota,Camry,2002,Red,Local Used,181410,2400,Registered,Registered,Toyota Camry 2002 Red,,,,,,LAGOS
"₦ 5,355,000",Petrol,Manual,Peugeot,206,2004,Silver,Foreign Used,83667,,Imported,Imported,Peugeot 206 2004 Silver,,,,,,
"₦ 17,325,000",Petrol,Automatic,Lexus,RX 350,2011,Black,Local Used,294095,3500,Registered,Imported,Lexus RX 350 2011 Black,,,,,,LAGOS
"₦ 5,720,000",Petrol,Automatic,Toyota,Corolla,2006,Black,Local Used,393044,1400,Registered,Registered,Toyota Corolla 1.4 VVT-i 2006 Black,1.4 VVT-i,Front,5,4,97,Abuja
"₦ 15,750,000",Petrol,Automatic,Hyundai,Elantra,2019,Black,Local Used,94964,,Registered,Brand new,Hyundai Elantra 2019 Black,,,,,,LAGOS
"₦ 9,568,000",Petrol,Automatic,Hyundai,Elantra,2014,Black,Local Used,108971,1800,Registered,Imported,Hyundai Elantra 2014 Black,,,,,,
"₦ 16,511,250",Petrol,Automatic,Lexus,ES,2013,Red,Local Used,103203,3000,Registered,Imported,Lexus ES 2013 Red,,,,,,
"₦ 8,112,000",Petrol,Automatic,Ford,Edge,2013,Brown,Local Used,107072,3500,Registered,Registered,Ford Edge 2013 Brown,,,,,,LAGOS
"₦ 15,600,000",Petrol,Automatic,Land Rover,Range Rover Evoque,2012,Black,Local Used,143940,2000,Registered,Imported,Land Rover Range Rover Evoque 2012 Black,,,,,,LAGOS
"₦ 6,032,000",Petrol,Automatic,Honda,Pilot,2006,Black,Local Used,312537,3500,Registered,Imported,Honda Pilot 2006 Black,,,,,,
"₦ 11,077,500",Petrol,Automatic,Toyota,Corolla,2015,Red,Local Used,145821,1800,Registered,Registered,Toyota Corolla 2015 Red,L 4dr Sedan (1.8L 4cyl 4A),Front,,4,132,ABUJA
"₦ 5,040,000",Petrol,Automatic,Toyota,Avalon,2006,Black,Local Used,175011,3500,Registered,Registered,Toyota Avalon 2006 Black,,,,,,
"₦ 7,280,000",Petrol,Automatic,Honda,CR-V,2007,Gray,Local Used,365050,2400,Registered,Imported,Honda CR-V 2007 Gray,,,,,,LAGOS
"₦ 13,125,000",Petrol,Automatic,Lexus,RX 330,2005,White,Foreign Used,262493,3300,Imported,Imported,Lexus RX 330 2005 White,,,,,,
"₦ 19,425,000",Petrol,Automatic,Mercedes-Benz,C300,2018,Gray,Local Used,49474,2000,Registered,Imported,Mercedes-Benz C300 2018 Gray,,,,,,ENUGU
"₦ 6,069,000",Petrol,Automatic,Acura,MDX,2008,Black,Local Used,141179,,Registered,Imported,Acura MDX 2008 Black,,,,,,Lagos
"₦ 3,952,000",Petrol,Automatic,Toyota,Camry,2002,Silver,Local Used,275435,3000,Registered,Registered,Toyota Camry 2002 Silver,,,,,,ABUJA
"₦ 3,952,000",Petrol,Automatic,Toyota,Camry,2002,Silver,Local Used,275435,3000,Registered,Registered,Toyota Camry 2002 Silver,,,,,,ABUJA
"₦ 8,112,000",Petrol,Automatic,Ford,Edge,2012,Brown,Local Used,459827,3500,Registered,Registered,Ford Edge 2012 Brown,,,,,,
"₦ 6,300,000",Petrol,Automatic,Chrysler,300,2007,Black,Local Used,97558,2400,Registered,Imported,Chrysler 300 2007 Black,,,,,,LAGOS
"₦ 11,960,000",Petrol,Automatic,Toyota,Camry,2011,Silver,Foreign Used,105335,2500,Imported,Imported,Toyota Camry 2011 Silver,,,,,,
"₦ 14,700,000",Petrol,Automatic,Toyota,Camry,2014,Silver,Foreign Used,162346,2500,Imported,Imported,Toyota Camry 2014 Silver,SE 4dr Sedan (2.5L 4cyl 6A),Front,5,4,178,
"₦ 30,450,000",Petrol,Automatic,Mercedes-Benz,GLE-Class,2016,Black,Local Used,215411,3500,Registered,Imported,Mercedes-Benz GLE-Class GLE 350 2016 Black,GLE 350,,,,,LAGOS
"₦ 8,925,000",Petrol,Automatic,Lexus,GX,2007,Red,Local Used,200766,3500,Registered,Imported,Lexus GX 2007 Red,,,,,,
"₦ 46,800,000",Petrol,Automatic,Mercedes-Benz,GLS-Class,2017,White,Local Used,128819,4700,Registered,Imported,Mercedes-Benz GLS-Class 2017 White,,,,,,Abuja
"₦ 11,550,000",Petrol,Automatic,Toyota,Corolla,2016,White,Local Used,56751,1800,Registered,Imported,Toyota Corolla 2016 White,,,,,,LAGOS
"₦ 21,000,000",Petrol,Automatic,Toyota,4-Runner,2011,White,Local Used,156454,4000,Registered,Imported,Toyota 4-Runner 2011 White,,,,,,Abuja
"₦ 22,880,000",Petrol,Automatic,Lexus,RX 350,2015,Gray,Local Used,95350,3500,Registered,Imported,Lexus RX 350 2015 Gray,,,,,,LAGOS
"₦ 7,800,000",Petrol,Automatic,Lexus,GS,2006,Black,Local Used,366607,4300,Registered,Registered,Lexus GS 2006 Black,,,,,,Lagos
"₦ 3,675,000",Petrol,Automatic,Peugeot,407,2008,Purple,Local Used,353758,2000,Registered,Registered,Peugeot 407 2008 Purple,,,,,,
"₦ 9,360,000",Petrol,Automatic,Toyota,Highlander,2004,Black,Local Used,149124,3300,Registered,Registered,Toyota Highlander 2004 Black,,,,,,Abuja
"₦ 5,250,000",Petrol,Automatic,Toyota,Highlander,2002,Gray,Local Used,1464,3000,Registered,Registered,Toyota Highlander 2002 Gray,,,,,,OGUN
"₦ 27,040,000",Petrol,Automatic,Toyota,Venza,2014,Black,Foreign Used,44118,3500,Imported,Imported,Toyota Venza 2014 Black,,,,,,
"₦ 6,825,000",Petrol,Automatic,Toyota,Corolla,2012,Gray,Local Used,232491,1800,Registered,Imported,Toyota Corolla 2012 Gray,,,,,,Lagos
"₦ 16,120,000",Petrol,Automatic,Toyota,Highlander,2008,Red,Local Used,296284,3500,Registered,Imported,Toyota Highlander 2008 Red,,,,,,LAGOS
"₦ 12,600,000",Petrol,Automatic,Honda,Odyssey,2015,Gray,Local Used,105762,3500,Registered,Registered,Honda Odyssey 2015 Gray,,,,,,
"₦ 35,700,000",Petrol,CVT,Mercedes-Benz,GLC-Class,2016,Black,Foreign Used,208494,,Imported,Imported,Mercedes-Benz GLC-Class 2016 Black,,,,,,
"₦ 12,600,000",Petrol,Automatic,Toyota,Venza,2011,Silver,Local Used,189924,3500,Registered,Imported,Toyota Venza 2011 Silver,,,,,,
"₦ 6,240,000",Petrol,Automatic,Toyota,Sienna,2004,Red,Local Used,300668,3300,Registered,Imported,Toyota Sienna 2004 Red,,,,,,OGUN
"₦ 15,600,000",Petrol,Automatic,Honda,Accord Crosstour,2012,Black,Local Used,80476,3500,Registered,Registered,Honda Accord Crosstour 2012 Black,,,,,,
"₦ 6,300,000",Petrol,Automatic,Toyota,RAV4,2007,Gray,Local Used,20842,3500,Registered,Registered,Toyota RAV4 2007 Gray,,,,,,
"₦ 26,250,000",Petrol,CVT,Honda,Civic,2017,White,Foreign Used,35420,2000,Imported,Imported,Honda Civic 2017 White,,,,,,
"₦ 7,280,000",Petrol,Automatic,Toyota,Camry,2007,Black,Local Used,106313,2400,Registered,Registered,Toyota Camry 2007 Black,,,,,,
"₦ 12,600,000",Petrol,Automatic,Toyota,RAV4,2013,Gray,Local Used,90495,2400,Registered,Registered,Toyota RAV4 2013 Gray,,,,,,LAGOS
"₦ 18,900,000",Petrol,CVT,Mercedes-Benz,CLA-Class,2016,Silver,Foreign Used,86932,2000,Imported,Imported,Mercedes-Benz CLA-Class 2016 Silver,,,,,,
"₦ 4,725,000",Petrol,Automatic,Toyota,Corolla,2007,Blue,Local Used,228230,1800,Registered,Registered,Toyota Corolla 2007 Blue,,,,,,
"₦ 93,600,000",Petrol,Automatic,Mercedes-Benz,GLE-Class,2019,Black,Foreign Used,131618,3000,Imported,Imported,Mercedes-Benz GLE-Class 2019 Black,,,,,,
"₦ 4,935,000",Petrol,Automatic,Ford,Edge,2010,Gray,Local Used,218955,3500,Registered,Imported,Ford Edge 2010 Gray,,,,,,
"₦ 11,350,000",Petrol,Automatic,Land Rover,Range Rover Evoque,2012,Black,Local Used,55500,2000,Registered,Imported,Land Rover Range Rover Evoque 2012 Black,,,,,,
"₦ 7,140,000",Petrol,Automatic,Toyota,Corolla,2010,Blue,Local Used,236476,1800,Registered,Imported,Toyota Corolla 2010 Blue,,,,,,LAGOS
"₦ 4,725,000",Petrol,Automatic,Toyota,Corolla,2007,Blue,Local Used,228230,1800,Registered,Registered,Toyota Corolla 2007 Blue,,,,,,
"₦ 9,360,000",Petrol,Automatic,Toyota,Avalon,2008,Blue,Local Used,327125,3500,Registered,Imported,Toyota Avalon 2008 Blue,,,,,,Lagos
"₦ 6,240,000",Petrol,Automatic,Toyota,Matrix,2003,Silver,Local Used,300542,1800,Registered,Registered,Toyota Matrix 2003 Silver,,,,,,Edo
"₦ 8,400,000",Petrol,Automatic,Cadillac,CTS,2008,Black,Local Used,209721,3600,Registered,Imported,Cadillac CTS 2008 Black,,,,,,ABUJA
"₦ 11,077,500",Petrol,Automatic,Toyota,Corolla,2015,Red,Local Used,145821,1800,Registered,Registered,Toyota Corolla 2015 Red,L 4dr Sedan (1.8L 4cyl 4A),Front,,4,132,ABUJA
"₦ 4,160,000",Petrol,Automatic,Honda,Accord,2006,Black,Local Used,315990,2400,Registered,Registered,Honda Accord 2006 Black,,,,,,
"₦ 4,830,000",Petrol,Automatic,Toyota,Matrix,2007,Blue,Local Used,304359,1800,Registered,Imported,Toyota Matrix 2007 Blue,,,,,,LAGOS
"₦ 5,460,000",Petrol,Automatic,Toyota,RAV4,2007,Blue,Local Used,152341,3500,Registered,Registered,Toyota RAV4 2007 Blue,,,,,,
"₦ 6,032,000",Petrol,Automatic,Honda,Pilot,2006,Black,Local Used,312537,3500,Registered,Imported,Honda Pilot 2006 Black,,,,,,
